title,url,video_id,upload_date,duration,duration_seconds,view_count,like_count,description,tags,category,uploader,channel_id,transcript
2024-12-06 Spreadsheet Soft Launch (and in Schedules!),https://www.youtube.com/watch?v=R8bLmZjvqAs,R8bLmZjvqAs,2025-01-30,03:23,203,145,1,"Now spreadsheets also render through the scheduler, which marks the opt-in soft launch of spreadsheets in Omni.  Still much work to do, but ping us if you want to get in the [very alpha] program.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-06 Drafts Polish,https://www.youtube.com/watch?v=PkodI_YQzpQ,PkodI_YQzpQ,2025-01-30,07:02,422,19,0,More tidying up of the new edit workflow - should be launching next week or two.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2024-12-02 More, Better Accessibility",https://www.youtube.com/watch?v=BLd31-fp7M8,BLd31-fp7M8,2025-01-30,01:01,61,14,0,"Jared put a bunch of love into accessibility throughout the app, to make nav easier for everyone",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-06 Better Dashboard Filter URLs with Dates,https://www.youtube.com/watch?v=64a6jMGC-hM,64a6jMGC-hM,2025-01-30,03:55,235,18,0,Finishing off the work on better dashboard URLs to include dates.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-13 Color Modeling Launch,https://www.youtube.com/watch?v=zjRBxdtO2gw,zjRBxdtO2gw,2025-01-30,06:16,376,85,0,"The launch of stable colors in the data model.  Now your dimensions can maintain consistent coloring throughout the app, or even just for a particular workbook.  We're excited to also open up push down from the UI to close the loop and make modeling color point and click.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-13 Draft Modeling Workflow,https://www.youtube.com/watch?v=qamVNqBkcuw,qamVNqBkcuw,2025-01-30,05:43,343,27,0,Continuing to refine for the more complex drafts workflows - especially between branches and drafts.  Want to make sure it all feels natural and elegant when editing content in Omni.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-06 Sunburst Advanced Vis,https://www.youtube.com/watch?v=nvZOj6Xigyo,nvZOj6Xigyo,2025-01-30,00:54,54,26,0,New pattern for sunburst charts via Vega Lite,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-13 IDE UX Polish,https://www.youtube.com/watch?v=XKvTDXAYAjQ,XKvTDXAYAjQ,2025-01-30,01:50,110,23,0,"Bunch of nice IDE polishing - resizable gutter, quick folding, and better dark mode.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-13 More Color Palettes,https://www.youtube.com/watch?v=PvHPTjLHJN8,PvHPTjLHJN8,2025-01-30,02:26,146,18,0,"A few more color palettes, and some gradients meant to couple nicely with our divergent palettes for more cohesive dashboards.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-06 Subtotal Sorting,https://www.youtube.com/watch?v=NdbzHPQtTpM,NdbzHPQtTpM,2025-01-30,03:17,197,37,0,Some nice custom sorting additions to subtotaling to order differentially inside hierarchies.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-13 SQL Parameters,https://www.youtube.com/watch?v=E7HuUJIsCgA,E7HuUJIsCgA,2025-01-30,03:43,223,50,0,A new column parameter type for modeling injected SQL.  Now flexible column pickers are simple to build,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-06 Inline IDE Auto-Correct,https://www.youtube.com/watch?v=91Buisasr6s,91Buisasr6s,2025-01-30,00:54,54,28,0,Bringing error metadata and smart correction inline to the IDE.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-13 EOMONTH() and IFERROR(),https://www.youtube.com/watch?v=73OllD87XHA,73OllD87XHA,2025-01-30,02:21,141,29,0,"More functions for the Excel library, always broadening the surface area.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 Region Controls for Omni Support,https://www.youtube.com/watch?v=0_5rtCt4s8s,0_5rtCt4s8s,2025-01-30,03:03,183,10,0,New admin toggles to only allow support coverage from different regions (North America or Europe or anywhere).  May be appropriate for different data protection postures.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 Embed Event Messaging Docs,https://www.youtube.com/watch?v=wuXxt-q1vlM,wuXxt-q1vlM,2025-01-30,01:22,82,7,0,"Bit more meat on our docs for the embed messaging framework.  This opens up lots of UX extensibility for embedded developers for on-load events, on-click events, or a variety of other end user actions.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 Timezones on Dashboard Runtime,https://www.youtube.com/watch?v=uwvBPxJ8Cx4,uwvBPxJ8Cx4,2025-01-30,00:29,29,13,0,A quick tweak to add timezone to dashboard runtime metadata for easier undertsanding.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 More Dimension Colors (With `else`),https://www.youtube.com/watch?v=yMTBwE8_VQs,yMTBwE8_VQs,2025-01-30,01:40,100,16,0,"A new else field for coloring dimensions, giving more flexibility for color settings over highly fragmented dimensions.  Also a bit of discussion of all the ways to format colors (RGB, Hex, CSS, etc)",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 Topic `display_order`,https://www.youtube.com/watch?v=qatA6Zk33Kg,qatA6Zk33Kg,2025-01-30,04:28,268,15,0,New model control to set topic ordering in the workbook,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 Multi-Select Controls and Tile-Specific Controls,https://www.youtube.com/watch?v=ir5ypUovKpU,ir5ypUovKpU,2025-01-30,04:17,257,98,0,"A pair of huge new features for streamlining the dashboard experience:
- Multi-select controls that allow for building a table from an array of columns that can be dynamically chosen (think pick N of the selected columns through a filter)
- Tile-specific controls that lift the column picking interaction from the top of the dashboard on to one specific tile in-line (still needs design, but huge interactivity win).",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 Dutch Number Formats,https://www.youtube.com/watch?v=czekmNhZaT0,czekmNhZaT0,2025-01-30,01:33,93,19,0,"Couldn't tell you what a Dutch number format is, but now we have them!",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 Topic-less AI,https://www.youtube.com/watch?v=ScD5quAzXp4,ScD5quAzXp4,2025-01-30,03:53,233,32,0,We're making Blobby smarter - now rather than forcing selection Blobby can find the best topic to answer your question.  Makes querying that much easier for end users.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 New Vega Config Abstraction,https://www.youtube.com/watch?v=LWtOEpgjUxM,LWtOEpgjUxM,2025-01-30,07:09,429,12,0,Some behind-the-scenes work to allow better composability as we create Vega specs for our visualizations.  Outcome would be better feature development velocity for vis.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 Better Draft Promotion,https://www.youtube.com/watch?v=6z8Rw7MYVws,6z8Rw7MYVws,2025-01-30,00:31,31,9,0,Some helper text to show how promotion should work inside drafts,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2024-12-20 Field Picker Dimension Measure Faceting,https://www.youtube.com/watch?v=1ULegnOhMKk,1ULegnOhMKk,2025-01-30,02:07,127,18,0,Some new search controls for quickly finding dimensions or measures in the field picker (quick one flagged by a customer).,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-03 Better AI Filters,https://www.youtube.com/watch?v=wu9eK2XiS24,wu9eK2XiS24,2025-01-30,05:40,340,53,0,Some new tuning to AI query to improve filter construction using more structured LLM endpoints.  Plus some improvements to make sure global AI query (outside of topics) is more scalable on larger models.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-03 Branch Menu Organization,https://www.youtube.com/watch?v=tQ_MZL4uHxc,tQ_MZL4uHxc,2025-01-30,03:38,218,26,0,"New folders for organization branches (just use ""/""), plus alphabetical ordering.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-03 More Time Formats,https://www.youtube.com/watch?v=t9N7jsim30I,t9N7jsim30I,2025-01-30,01:00,60,17,0,Adding a new swath of internationally friendly time formats to vis.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-03 Support Admin UI,https://www.youtube.com/watch?v=qGrTcelIAEg,qGrTcelIAEg,2025-01-30,03:16,196,19,0,The launch of our admin tools for support location controls and full support lockout.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-03 More Usage Analytics and New Model Analytics,https://www.youtube.com/watch?v=guwKjGMP_uY,guwKjGMP_uY,2025-01-30,07:53,473,50,0,"We're exposing a bunch more topics for exploration of Omni usage data.  Also an early look at model metadata - exposing field usage across the app, and workbook vs shared model for dashboards.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-03 Multi-Object User Attributes in SQL,https://www.youtube.com/watch?v=gYViAaP29Fo,gYViAaP29Fo,2025-01-30,03:18,198,27,0,We now support arrays in user attributes with multiple values in SQL calls using IN(),,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-03 Topic-Fields Validation Fix,https://www.youtube.com/watch?v=_CNyP70jsLE,_CNyP70jsLE,2025-01-30,03:52,232,21,0,Putting the finishing touches on topic-scoped fields (ie fields that only live in single-topics).  Now type inference will work as expected.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-03 AI Conversation and AI Query Analysis,https://www.youtube.com/watch?v=OniK0ZSpgFY,OniK0ZSpgFY,2025-01-30,06:32,392,87,0,"Pair of new, early AI features: one for inviting new questions in a topic to get oriented on the data available; the second will summarize query results and point at follow-up analysis (we have some data processing pieces to solve there prior to release)",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-03 Load Testing,https://www.youtube.com/watch?v=75mjNjEeuRI,75mjNjEeuRI,2025-01-30,04:07,247,31,0,"Some detail into recent load testing for high concurrency deployments, plus a bunch of the fixes we put in place to improve response time with high concurrency.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-03 Vis Polish (Pie and Line Weight),https://www.youtube.com/watch?v=0rCcdy1Ar0I,0rCcdy1Ar0I,2025-01-30,01:45,105,28,0,Few small improvements to vis - bringing color controls to pie charts and some tuning for line weights in charts.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
Excel calculations - Omni training,https://www.youtube.com/watch?v=ymV4YqyTvdE,ymV4YqyTvdE,2025-01-30,00:56,56,57,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-10 Sub-Folders,https://www.youtube.com/watch?v=yQfrio1teY8,yQfrio1teY8,2025-01-30,06:47,407,76,0,An early look at nested folders.  Coming soon!,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-10 URL Rebuild (Don't Move Tiies on Save),https://www.youtube.com/watch?v=XUj1njGUt4M,XUj1njGUt4M,2025-01-30,03:58,238,27,0,"Putting the finishing touches on a URL rebuild for workbooks to stamp out the issue of dashboard tiles rearranging after workbook edits.  This was a bigger lift than we expected, but excited to put it in the past.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
Quick aggregations - Omni training,https://www.youtube.com/watch?v=AmivqCwiPj4,AmivqCwiPj4,2025-01-30,00:22,22,55,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
Visualization options - Omni training,https://www.youtube.com/watch?v=6SwjGby6vdE,6SwjGby6vdE,2025-01-30,01:02,62,58,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
AI calculations - Omni training,https://www.youtube.com/watch?v=VTnsQEogACM,VTnsQEogACM,2025-01-30,00:30,30,38,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-10 More Concurrency Improvements,https://www.youtube.com/watch?v=OqbDiJjr2mY,OqbDiJjr2mY,2025-01-30,06:28,388,26,0,"Speed is a first class category of work for Omni.  Continuing the focus on keeping the app speedy through high concurrency, and hammering out hotspots.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
Extracting JSON - Omni training,https://www.youtube.com/watch?v=IkI4dtdQOAQ,IkI4dtdQOAQ,2025-01-30,00:27,27,47,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2025-01-10 Trusted Certificates for MSSQL,https://www.youtube.com/watch?v=Gtxr_nzBdyQ,Gtxr_nzBdyQ,2025-01-30,00:49,49,79,0,New toggle to trust certificates in MSSQL - supporting a default configuration for Microsoft customers,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
KPI tile - Omni training,https://www.youtube.com/watch?v=1syenUyQoN8,1syenUyQoN8,2025-01-30,01:14,74,33,0,,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
